festival_id,festival_slug,festival_name,destination,state,month_num,month_name,approximate_date,footage_family,has_real_footage,prompt_grounding,celebration,full_video_prompt,negative_prompt,reference_image_url,page_url_en
a0c239b9-601d-4d82-af70-e1f7a8e8c911,lucknow-festival,Lucknow Festival,Lucknow,uttar pradesh,11,November,November 25 - December 5 (varies),obscure,no,db-description,"Ten-day cultural extravaganza showcasing Awadhi heritage with kathak performances, qawwali nights, chikan embroidery exhibitions, and the famous Lucknow food festival.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Lucknow Festival as celebrated in Lucknow, Uttar Pradesh. Celebration: Ten-day cultural extravaganza showcasing Awadhi heritage with kathak performances, qawwali nights, chikan embroidery exhibitions, and the famous Lucknow food festival.. cool early-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lucknow.jpg,https://www.nakshiq.com/en/festivals/lucknow-festival
02df7307-9ce9-4ccf-a66b-5a5dd48eefb6,lucknow-muharram-processions,Lucknow Muharram Processions,Lucknow,uttar pradesh,7,July,"July-August (1st Muharram, Islamic calendar)",islamic,no,db-description,"Grand taziya processions through the old city from Bara Imambara and Chhota Imambara, with elaborate replicas of Imam Hussain's tomb carried by thousands.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Lucknow Muharram Processions festival as celebrated in Lucknow, Uttar Pradesh. Celebration: Grand taziya processions through the old city from Bara Imambara and Chhota Imambara, with elaborate replicas of Imam Hussain's tomb carried by thousands.. Key visuals: crowds gathered for prayer and feasting at a mosque or dargah courtyard, qawwali, festive markets and lights (no close-ups of worship). monsoon light, wet sheen; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lucknow.jpg,https://www.nakshiq.com/en/festivals/lucknow-muharram-processions
457e906b-9863-43e6-bbbe-c2f49dbbefe5,magh-mela-prayagraj,Magh Mela,Prayagraj,uttar pradesh,1,January,January 14 - February 14 (Magh month),kumbh-snan,yes,db-description,"Annual month-long religious fair at the Triveni Sangam (confluence of Ganga, Yamuna, and Saraswati) with ritual bathing, spiritual discourses, and tent city of saints.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Magh Mela as celebrated in Prayagraj, Uttar Pradesh. Celebration: Annual month-long religious fair at the Triveni Sangam (confluence of Ganga, Yamuna, and Saraswati) with ritual bathing, spiritual discourses, and tent city of saints.. Key visuals: vast sea of pilgrims and ash-smeared sadhus bathing at the river confluence at dawn, marigold offerings, saffron flags, mass devotion. crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/prayagraj.jpg,https://www.nakshiq.com/en/festivals/magh-mela-prayagraj
b4f8ab8f-5fbe-49a5-ab39-f2ef6c7a73f4,prayagraj-rasa-leela,Prayagraj Rasa Leela,Prayagraj,uttar pradesh,10,October,October (Sharad Purnima),obscure,no,db-description,"Traditional Rasa Leela performances depicting Krishna's divine dance, staged at ghats along the Yamuna during the autumn full moon.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Prayagraj Rasa Leela festival as celebrated in Prayagraj, Uttar Pradesh. Celebration: Traditional Rasa Leela performances depicting Krishna's divine dance, staged at ghats along the Yamuna during the autumn full moon.. golden autumn light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/prayagraj.jpg,https://www.nakshiq.com/en/festivals/prayagraj-rasa-leela
93f70955-0342-4a7b-9f27-13e1ff3acc70,chandigarh-carnival,Chandigarh Carnival,Chandigarh,chandigarh,11,November,November (varies),obscure,no,db-description,"Three-day city carnival with float parades down Sector 17, open-air concerts at Rock Garden, food stalls, and cultural performances at Sukhna Lake.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Chandigarh Carnival as celebrated in Chandigarh, Chandigarh. Celebration: Three-day city carnival with float parades down Sector 17, open-air concerts at Rock Garden, food stalls, and cultural performances at Sukhna Lake.. cool early-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/chandigarh.jpg,https://www.nakshiq.com/en/festivals/chandigarh-carnival
a2df4d36-e346-4d3c-ac58-a79dc93a755c,rose-festival,Rose Festival,Chandigarh,chandigarh,2,February,February (last week),flower-bloom,no,db-description,"Annual flower show at Zakir Hussain Rose Garden — Asia's largest rose garden with 1,600+ species — featuring rose competitions, garden tours, and cultural programs.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Rose Festival as celebrated in Chandigarh, Chandigarh. Celebration: Annual flower show at Zakir Hussain Rose Garden — Asia's largest rose garden with 1,600+ species — featuring rose competitions, garden tours, and cultural programs.. Key visuals: vast geometric beds of blooming flowers, visitors strolling the gardens, colour as far as the eye can see. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/chandigarh.jpg,https://www.nakshiq.com/en/festivals/rose-festival
bcec01e3-f58f-4ae4-86db-c2c24ae9fbff,patiala-heritage-festival,Patiala Heritage Festival,Patiala,punjab,2,February,February (varies),obscure,no,db-description,"Festival at the Sheesh Mahal and Qila Mubarak showcasing Patiala's royal Sikh heritage with phulkari exhibitions, gatka martial arts, and the Patiala peg tradition.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Patiala Heritage Festival as celebrated in Patiala, Punjab. Celebration: Festival at the Sheesh Mahal and Qila Mubarak showcasing Patiala's royal Sikh heritage with phulkari exhibitions, gatka martial arts, and the Patiala peg tradition.. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/patiala.jpg,https://www.nakshiq.com/en/festivals/patiala-heritage-festival
9e79532e-6145-42af-8baf-12dd1dc6c309,baisakhi-at-dukh-niwaran-sahib,Baisakhi at Dukh Niwaran Sahib,Patiala,punjab,4,April,April 13-14,newyear-harvest,no,db-description,"Baisakhi celebrations at the historic Gurdwara Dukh Niwaran Sahib with kirtan, langar, nagar kirtan processions, and Punjabi folk performances.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Baisakhi at Dukh Niwaran Sahib festival as celebrated in Patiala, Punjab. Celebration: Baisakhi celebrations at the historic Gurdwara Dukh Niwaran Sahib with kirtan, langar, nagar kirtan processions, and Punjabi folk performances.. Key visuals: regional new-year celebration — festive attire, ceremonial first-fruits, folk dance, decorated thresholds. warm pre-summer light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/patiala.jpg,https://www.nakshiq.com/en/festivals/baisakhi-at-dukh-niwaran-sahib
84166c1a-9a55-4611-b17d-c7b9312a33b4,hola-mohalla,Hola Mohalla,Anandpur Sahib,punjab,3,March,March (day after Holi),obscure,no,db-description,"Three-day Sikh martial arts festival founded by Guru Gobind Singh in 1701 at Anandpur Sahib, with Nihang warriors performing horseback stunts, gatka, and mock battles.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Hola Mohalla festival as celebrated in Anandpur Sahib, Punjab. Celebration: Three-day Sikh martial arts festival founded by Guru Gobind Singh in 1701 at Anandpur Sahib, with Nihang warriors performing horseback stunts, gatka, and mock battles.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/anandpur-sahib.jpg,https://www.nakshiq.com/en/festivals/hola-mohalla
32aee405-710f-4638-b8da-50d62515bb84,chitrakoot-deepotsav,Chitrakoot Deepotsav,Chitrakoot,uttar pradesh,10,October,October (Kartik Amavasya / Diwali),diwali,yes,db-description,"Thousands of oil lamps lit along the ghats of Mandakini River at Ram Ghat, recreating the scene of Lord Ram's return to Ayodhya as described in the Ramcharitmanas.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Chitrakoot Deepotsav festival as celebrated in Chitrakoot, Uttar Pradesh. Celebration: Thousands of oil lamps lit along the ghats of Mandakini River at Ram Ghat, recreating the scene of Lord Ram's return to Ayodhya as described in the Ramcharitmanas.. Key visuals: rows of lit clay oil-diyas and lantern light, colourful rangoli, families lighting lamps, fireworks over rooftops at night. golden autumn light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/chitrakoot.jpg,https://www.nakshiq.com/en/festivals/chitrakoot-deepotsav
f20790a7-2af4-4a5d-8483-19e0dd85dd82,buddha-mahaparinirvana-day,Buddha Mahaparinirvana Day,Kushinagar,uttar pradesh,2,February,February (Magh Purnima),obscure,no,db-description,"Pilgrims from across the Buddhist world gather at the Mahaparinirvana Temple housing the 6m reclining Buddha, with prayer ceremonies, lamp offerings, and meditation retreats.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Buddha Mahaparinirvana Day festival as celebrated in Kushinagar, Uttar Pradesh. Celebration: Pilgrims from across the Buddhist world gather at the Mahaparinirvana Temple housing the 6m reclining Buddha, with prayer ceremonies, lamp offerings, and meditation retreats.. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kushinagar.jpg,https://www.nakshiq.com/en/festivals/buddha-mahaparinirvana-day
3dac8a28-fe2b-4c56-a757-94dca2974605,sravasti-international-buddhist-festival,Sravasti International Buddhist Festival,Sravasti,uttar pradesh,3,March,March (varies),obscure,no,db-description,"Buddhist gathering at Jetavana Monastery ruins where Buddha spent 24 rainy seasons, with meditation retreats, Dharma talks, and archaeological tours.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Sravasti International Buddhist Festival as celebrated in Sravasti, Uttar Pradesh. Celebration: Buddhist gathering at Jetavana Monastery ruins where Buddha spent 24 rainy seasons, with meditation retreats, Dharma talks, and archaeological tours.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/sravasti.jpg,https://www.nakshiq.com/en/festivals/sravasti-international-buddhist-festival
90fa9ad5-e8cd-4d0f-b969-16c4856254c5,urs-of-khwaja-moinuddin-chishti,Urs of Khwaja Moinuddin Chishti,Ajmer,rajasthan,1,January,"January (1st-6th Rajab, Islamic calendar)",islamic,no,db-description,"Six-day Sufi pilgrimage at the Ajmer Dargah Sharif with qawwali nights, langar distribution, and devotees from all faiths offering chadars at the saint's tomb.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Urs of Khwaja Moinuddin Chishti festival as celebrated in Ajmer, Rajasthan. Celebration: Six-day Sufi pilgrimage at the Ajmer Dargah Sharif with qawwali nights, langar distribution, and devotees from all faiths offering chadars at the saint's tomb.. Key visuals: crowds gathered for prayer and feasting at a mosque or dargah courtyard, qawwali, festive markets and lights (no close-ups of worship). crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ajmer.jpg,https://www.nakshiq.com/en/festivals/urs-of-khwaja-moinuddin-chishti
fb8e81b1-7d7d-41b0-9d4d-3a999ba0f90c,osian-camel-safari-festival,Osian Camel Safari Festival,Osian,rajasthan,12,December,December (varies),obscure,no,db-description,"Desert festival at the ancient Jain and Hindu temple town of Osian with camel safaris to sand dunes, temple tours, and folk music under the stars.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Osian Camel Safari Festival as celebrated in Osian, Rajasthan. Celebration: Desert festival at the ancient Jain and Hindu temple town of Osian with camel safaris to sand dunes, temple tours, and folk music under the stars.. cold winter light, long shadows; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/osian.jpg,https://www.nakshiq.com/en/festivals/osian-camel-safari-festival
14a2f5f5-fb59-4c30-992d-199f3c91f699,neemrana-music-festival,Neemrana Music Festival,Neemrana,rajasthan,2,February,February (varies),obscure,no,db-description,Classical Indian music festival hosted at the 15th-century Neemrana Fort-Palace with performances by renowned artists in the stepped fort's courtyards.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Neemrana Music Festival as celebrated in Neemrana, Rajasthan. Celebration: Classical Indian music festival hosted at the 15th-century Neemrana Fort-Palace with performances by renowned artists in the stepped fort's courtyards.. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/neemrana.jpg,https://www.nakshiq.com/en/festivals/neemrana-music-festival
08494027-1a18-4d14-ba1f-bbf403967493,binsar-makar-sankranti,Binsar Makar Sankranti,Binsar,uttarakhand,1,January,January 14,harvest-sankranti,no,db-description,"Hill communities around Binsar Wildlife Sanctuary celebrate with bonfires, traditional Kumaoni folk songs, and exchange of khichari (lentil-rice dish) at dawn.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Binsar Makar Sankranti festival as celebrated in Binsar, Uttarakhand. Celebration: Hill communities around Binsar Wildlife Sanctuary celebrate with bonfires, traditional Kumaoni folk songs, and exchange of khichari (lentil-rice dish) at dawn.. Key visuals: kite-filled skies and bonfires, harvest dances, boiling pongal pots, decorated cattle, fresh-cut fields. crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/binsar.jpg,https://www.nakshiq.com/en/festivals/binsar-makar-sankranti
0bc01854-4a77-46c6-b967-044b067071f0,devprayag-ganga-dussehra,Devprayag Ganga Dussehra,Devprayag,uttarakhand,6,June,June (Jyeshtha Shukla Dashami),obscure,no,db-description,"Festival at the sacred confluence where Alaknanda and Bhagirathi merge to form the Ganga, with ritual bathing, deepdan (lamp floating), and Sanskrit recitations.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Devprayag Ganga Dussehra as celebrated in Devprayag, Uttarakhand. Celebration: Festival at the sacred confluence where Alaknanda and Bhagirathi merge to form the Ganga, with ritual bathing, deepdan (lamp floating), and Sanskrit recitations.. early-monsoon overcast, fresh greens; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/devprayag.jpg,https://www.nakshiq.com/en/festivals/devprayag-ganga-dussehra
040ced7d-b709-48b3-a949-53dc51d43c5d,badri-kedar-festival-joshimath,Badri-Kedar Festival,Joshimath,uttarakhand,5,May,May (varies),obscure,no,db-description,"Festivities marking the annual opening of both Badrinath and Kedarnath temple doors, with the doli (palanquin) procession departing Joshimath for Badrinath.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Badri-Kedar Festival as celebrated in Joshimath, Uttarakhand. Celebration: Festivities marking the annual opening of both Badrinath and Kedarnath temple doors, with the doli (palanquin) procession departing Joshimath for Badrinath.. bright summer light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/joshimath.jpg,https://www.nakshiq.com/en/festivals/badri-kedar-festival-joshimath
4c5c06fb-fad4-43ec-bee4-f9d27d784eb7,rudraprayag-kartik-purnima-mela,Rudraprayag Kartik Purnima Mela,Rudraprayag,uttarakhand,11,November,November (Kartik Purnima),obscure,no,db-description,"Fair at the Rudranath and Chamunda Devi temples at the confluence of Alaknanda and Mandakini rivers, with oil lamp floats on the river and Garhwali folk performances.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Rudraprayag Kartik Purnima Mela as celebrated in Rudraprayag, Uttarakhand. Celebration: Fair at the Rudranath and Chamunda Devi temples at the confluence of Alaknanda and Mandakini rivers, with oil lamp floats on the river and Garhwali folk performances.. cool early-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/rudraprayag.jpg,https://www.nakshiq.com/en/festivals/rudraprayag-kartik-purnima-mela
6204e70d-5d18-4493-8b60-b0907bb24de3,morni-mango-blossom-festival,Morni Mango Blossom Festival,Morni Hills,haryana,3,March,March (varies),obscure,no,db-description,"Spring festival in Haryana's only hill station with nature walks through mango orchards, bird-watching at Tikkar Taal lake, and Haryanvi folk performances.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Morni Mango Blossom Festival as celebrated in Morni Hills, Haryana. Celebration: Spring festival in Haryana's only hill station with nature walks through mango orchards, bird-watching at Tikkar Taal lake, and Haryanvi folk performances.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/morni-hills.jpg,https://www.nakshiq.com/en/festivals/morni-mango-blossom-festival
4801156c-bdf2-412d-8cc1-d0bde3e7202a,pinjore-heritage-festival,Pinjore Heritage Festival,Pinjore Gardens,haryana,12,December,December (varies),obscure,no,db-description,"Festival at the 17th-century Mughal-style Yadavindra Gardens with light-and-sound shows, classical dance performances, and garden heritage walks.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Pinjore Heritage Festival as celebrated in Pinjore Gardens, Haryana. Celebration: Festival at the 17th-century Mughal-style Yadavindra Gardens with light-and-sound shows, classical dance performances, and garden heritage walks.. cold winter light, long shadows; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/pinjore-gardens.jpg,https://www.nakshiq.com/en/festivals/pinjore-heritage-festival
3d26d374-6231-4254-b2f7-bb353e859e06,kanwar-yatra,Kanwar Yatra,Haridwar,uttarakhand,7,July,July–August (Shravan month),obscure,no,db-description,"Millions of Shiva devotees (Kanwariyas) carry holy Ganga water from Haridwar to their local Shiva temples, one of the largest annual pilgrimages in the world.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Kanwar Yatra as celebrated in Haridwar, Uttarakhand. Celebration: Millions of Shiva devotees (Kanwariyas) carry holy Ganga water from Haridwar to their local Shiva temples, one of the largest annual pilgrimages in the world.. monsoon light, wet sheen; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/haridwar.jpg,https://www.nakshiq.com/en/festivals/kanwar-yatra
d67cb7ae-996c-44b1-9095-95d70168112c,malana-village-fair,Malana Village Fair,Kasol,himachal pradesh,8,August,August 15 (Independence Day),obscure,no,db-description,The ancient village of Malana — which claims to be the world's oldest democracy — holds its annual fair with rituals at the Jamlu Devta temple and village council assembly.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Malana Village Fair as celebrated in Kasol, Himachal Pradesh. Celebration: The ancient village of Malana — which claims to be the world's oldest democracy — holds its annual fair with rituals at the Jamlu Devta temple and village council assembly.. monsoon light, lush greens; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kasol.jpg,https://www.nakshiq.com/en/festivals/malana-village-fair
c6faeb7b-12a5-4620-9468-097fcbfebfd3,dudhwa-tharu-cultural-festival,Dudhwa Tharu Cultural Festival,Dudhwa National Park,uttar pradesh,11,November,November (varies),obscure,no,db-description,"Festival showcasing the indigenous Tharu tribal culture with traditional dances, handloom exhibitions, and guided safaris to spot the endangered swamp deer (barasingha).","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Dudhwa Tharu Cultural Festival as celebrated in Dudhwa National Park, Uttar Pradesh. Celebration: Festival showcasing the indigenous Tharu tribal culture with traditional dances, handloom exhibitions, and guided safaris to spot the endangered swamp deer (barasingha).. cool early-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/dudhwa-national-park.jpg,https://www.nakshiq.com/en/festivals/dudhwa-tharu-cultural-festival
