"priority_tier","festival_slug","festival_name","destination_name","state","month_name","approximate_date","full_prompt","negative_prompt","reference_image_url","aspect_ratio","duration_seconds","save_as","status"
"C","ashokastami-mela","Ashokastami Mela","Unakoti","tripura","April","April","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: lateritic plateaus, betel-nut groves, low light establishing wide shot — no figures, no signage with text. Location: Unakoti, tripura, India (the host destination of the Ashokastami Mela festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/unakoti.jpg","16:9","6","ashokastami-mela.mp4","pending"
"C","baisakhi-amritsar","Baisakhi","Amritsar","punjab","April","April 13-14","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: ripening fields wide shot, no harvesters visible, distant grain stacks. Location: Amritsar, punjab, India (the host destination of the Baisakhi festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/amritsar.jpg","16:9","6","baisakhi-amritsar.mp4","pending"
"C","baisakhi-damdama-sahib","Baisakhi","Takht Sri Damdama Sahib","punjab","April","April 13","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: ripening fields wide shot, no harvesters visible, distant grain stacks. Location: Takht Sri Damdama Sahib, punjab, India (the host destination of the Baisakhi festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: low ground-level tracking through the foreground. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/damdama-sahib.jpg","16:9","6","baisakhi-damdama-sahib.mp4","pending"
"C","basanta-utsav-spring-festival","Basanta Utsav (Spring Festival)","Shantiniketan","west bengal","March","March (first day of Bengali month Falgun; typically mid-March)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: open meadow with early-bloom wildflowers, no people. Location: Shantiniketan, west bengal, India (the host destination of the Basanta Utsav (Spring Festival) festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: low ground-level tracking through the foreground. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shantiniketan.jpg","16:9","6","basanta-utsav-spring-festival.mp4","pending"
"C","belum-caves-festival","Belum Caves Festival","Belum Caves","andhra pradesh","January","January","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Deccan plateau, granite outcrops, dry scrub establishing wide shot — no figures, no signage with text. Location: Belum Caves, andhra pradesh, India (the host destination of the Belum Caves Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/belum-caves.jpg","16:9","6","belum-caves-festival.mp4","pending"
"C","bhavnath-mela-girnar-mahashivratri-mela","Bhavnath Mela (Girnar Mahashivratri Mela)","Junagadh","gujarat","February","February-March (Maha Shivratri, typically February/early March)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: salt flats, Arabian Sea coast, white limestone establishing wide shot — no figures, no signage with text. Location: Junagadh, gujarat, India (the host destination of the Bhavnath Mela (Girnar Mahashivratri Mela) festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/junagadh.jpg","16:9","6","bhavnath-mela-girnar-mahashivratri-mela.mp4","pending"
"C","bhoramdeo-mahotsav","Bhoramdeo Mahotsav","Bhoramdeo","chhattisgarh","March","Krishna Paksha Teras of Chaitra (March)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Bastar sal forest, red-earth tribal villages (no figures), waterfalls establishing wide shot — no figures, no signage with text. Location: Bhoramdeo, chhattisgarh, India (the host destination of the Bhoramdeo Mahotsav festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bhoramdeo.jpg","16:9","6","bhoramdeo-mahotsav.mp4","pending"
"C","bonbibi-mela-forest-goddess-festival","Bonbibi Mela (Forest Goddess Festival)","Sundarbans","west bengal","January","April (Baisakhi month)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Bengal delta, mangrove waterways, jute-field horizons establishing wide shot — no figures, no signage with text. Location: Sundarbans, west bengal, India (the host destination of the Bonbibi Mela (Forest Goddess Festival) festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: low ground-level tracking through the foreground. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/sundarbans.jpg","16:9","6","bonbibi-mela-forest-goddess-festival.mp4","pending"
"C","buddha-purnima-bodh-gaya","Buddha Purnima","Bodh Gaya","bihar","May","May (Vaishakha Purnima)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Ganges plains, ancient mound sites, river-mist mornings establishing wide shot — no figures, no signage with text. Location: Bodh Gaya, bihar, India (the host destination of the Buddha Purnima festival — do NOT render the festival itself, only the place at this time of year). Time of day: post-sunset twilight. Atmosphere: summer haze, heat shimmer over dry ground, warm tungsten dusk. Colour palette: burnt orange + deep blue. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bodh-gaya.jpg","16:9","6","buddha-purnima-bodh-gaya.mp4","pending"
"C","buddha-purnima-dhauli","Buddha Purnima","Dhauli","odisha","May","First full moon of Vaisakha (May)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chilika lagoon, coastal dunes, eastern beach sunrise establishing wide shot — no figures, no signage with text. Location: Dhauli, odisha, India (the host destination of the Buddha Purnima festival — do NOT render the festival itself, only the place at this time of year). Time of day: post-sunset twilight. Atmosphere: summer haze, heat shimmer over dry ground, warm tungsten dusk. Colour palette: burnt orange + deep blue. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/dhauli.jpg","16:9","6","buddha-purnima-dhauli.mp4","pending"
"C","buddha-purnima-sanchi","Buddha Purnima","Sanchi","madhya pradesh","May","May (full moon in Vaishakh month)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Vindhya plateau, sandstone outcrops, sal forest establishing wide shot — no figures, no signage with text. Location: Sanchi, madhya pradesh, India (the host destination of the Buddha Purnima festival — do NOT render the festival itself, only the place at this time of year). Time of day: post-sunset twilight. Atmosphere: summer haze, heat shimmer over dry ground, warm tungsten dusk. Colour palette: burnt orange + deep blue. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/sanchi.jpg","16:9","6","buddha-purnima-sanchi.mp4","pending"
"C","chaitra-mela","Chaitra Mela","Talasari","odisha","April","13 days in Chaitra (April)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chilika lagoon, coastal dunes, eastern beach sunrise establishing wide shot — no figures, no signage with text. Location: Talasari, odisha, India (the host destination of the Chaitra Mela festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/talasari.jpg","16:9","6","chaitra-mela.mp4","pending"
"C","champa-shashti-shasti","Champa Shashti (Shasti)","Kukke Subramanya","karnataka","December","December (Shasti tithi in Margashirsha month)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats canopy, Hampi boulders, coastal lagoons establishing wide shot — no figures, no signage with text. Location: Kukke Subramanya, karnataka, India (the host destination of the Champa Shashti (Shasti) festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour + lantern light. Atmosphere: deep winter — frost, low mist, blue hour dominance. Colour palette: deep blue + amber pinpoints. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kukke-subramanya.jpg","16:9","6","champa-shashti-shasti.mp4","pending"
"C","chandipur-beach-festival","Chandipur Beach Festival","Chandipur","odisha","January","7-10 Jan","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: empty beach at low tide, footprint-free sand, distant horizon, soft surf. Location: Chandipur, odisha, India (the host destination of the Chandipur Beach Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/chandipur.jpg","16:9","6","chandipur-beach-festival.mp4","pending"
"C","coonoor-fruit-show-nilgiris-summer-festival","Coonoor Fruit Show (Nilgiris Summer Festival)","Coonoor","tamil nadu","May","May (typically May 24-26; as part of Nilgiris Summer Festival)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Coromandel coast, granite temple towers (exterior only), dry scrub establishing wide shot — no figures, no signage with text. Location: Coonoor, tamil nadu, India (the host destination of the Coonoor Fruit Show (Nilgiris Summer Festival) festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: alpine spring — clear cold air, snow-melt streams, distant high-altitude peaks. Colour palette: snow-white + emerald + cobalt sky. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: May.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/coonoor.jpg","16:9","6","coonoor-fruit-show-nilgiris-summer-festival.mp4","pending"
"C","dalai-lamas-birthday","Dalai Lama's Birthday","McLeod Ganj","himachal pradesh","July","July 6","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Himalayan ridges, deodar slopes, prayer-flag-empty (no flags) ridgelines establishing wide shot — no figures, no signage with text. Location: McLeod Ganj, himachal pradesh, India (the host destination of the Dalai Lama's Birthday festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon shaft-light. Atmosphere: monsoon in the hills — mist drifts through deodar forest, sun shafts breaking cloud, wet stone glistens. Colour palette: saturated emerald + silver mist. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: July.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mcleodganj.jpg","16:9","6","dalai-lamas-birthday.mp4","pending"
"C","dang-darbar-festival","Dang Darbar Festival","Saputara","gujarat","February","February-March (historically before Holi; 2026 dates: Feb 26 - Mar 3)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: salt flats, Arabian Sea coast, white limestone establishing wide shot — no figures, no signage with text. Location: Saputara, gujarat, India (the host destination of the Dang Darbar Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/saputara.jpg","16:9","6","dang-darbar-festival.mp4","pending"
"C","dhammachakra-pravartan-din","Dhammachakra Pravartan Din","Nagpur","maharashtra","October","","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Nagpur, maharashtra, India (the host destination of the Dhammachakra Pravartan Din festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: autumn warmth, returning dust, soft sunset glow. Colour palette: warm gold + violet sky. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: October.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/nagpur.jpg","16:9","6","dhammachakra-pravartan-din.mp4","pending"
"C","dhauli-kalinga-mahotsav","Dhauli Kalinga Mahotsav","Dhauli","odisha","February","2-5 Feb","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chilika lagoon, coastal dunes, eastern beach sunrise establishing wide shot — no figures, no signage with text. Location: Dhauli, odisha, India (the host destination of the Dhauli Kalinga Mahotsav festival — do NOT render the festival itself, only the place at this time of year). Time of day: early golden hour. Atmosphere: late-winter clarity, crisp light, dry air. Colour palette: warm amber + cold shadow. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/dhauli.jpg","16:9","6","dhauli-kalinga-mahotsav.mp4","pending"
"C","dholavira-festival","Dholavira Festival","Dholavira","gujarat","","Varies (cultural heritage festival, dates to be announced)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: salt flats, Arabian Sea coast, white limestone establishing wide shot — no figures, no signage with text. Location: Dholavira, gujarat, India (the host destination of the Dholavira Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: overcast midday. Atmosphere: early monsoon — cumulus clouds, intermittent rain breaks, fresh greens. Colour palette: cool grey-green + saturated blue. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: .","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/dholavira.jpg","16:9","6","dholavira-festival.mp4","pending"
"C","dussehra-seemollanghan-at-shami-tree","Dussehra (Seemollanghan at Shami Tree)","Karla & Bhaja Caves","maharashtra","October","September–October (Vijayadashami, 10th day of Shukla Paksha)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Karla & Bhaja Caves, maharashtra, India (the host destination of the Dussehra (Seemollanghan at Shami Tree) festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: autumn warmth, returning dust, soft sunset glow. Colour palette: warm gold + violet sky. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: October.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/karla-bhaja-caves.jpg","16:9","6","dussehra-seemollanghan-at-shami-tree.mp4","pending"
"C","ellora-ajanta-festival","Ellora-Ajanta Festival","Ellora Caves","maharashtra","January","January–February","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Ellora Caves, maharashtra, India (the host destination of the Ellora-Ajanta Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ellora-caves.jpg","16:9","6","ellora-ajanta-festival.mp4","pending"
"C","fagli-festival-kinnaur","Fagli Festival","Kinnaur","himachal pradesh","March","March (Amavasya/moonless night, aligned with Basant Panchami)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Himalayan ridges, deodar slopes, prayer-flag-empty (no flags) ridgelines establishing wide shot — no figures, no signage with text. Location: Kinnaur, himachal pradesh, India (the host destination of the Fagli Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kinnaur.jpg","16:9","6","fagli-festival-kinnaur.mp4","pending"
